,latitude,longitude,cluster_index,cluster_name,demand
0,-12.018328788701501,-76.9837672077836,2,upp_right,10067
1,-12.0099224,-76.9768488,0,2,upp_right
2,-12.0017291,-76.9856071,0,2,upp_right
3,-12.0016284,-76.98559209999999,0,2,upp_right
4,-12.0016717,-76.9967477,20,2,upp_right
5,-12.001615800000001,-76.9967671,10,2,upp_right
6,-12.0018677,-76.9969069,10,2,upp_right
7,-12.003537699999999,-77.0013022,0,2,upp_right
8,-12.0087912,-76.9753469,0,2,upp_right
9,-12.007602499999999,-76.9750146,0,2,upp_right
10,-12.0084461,-76.97590809999998,0,2,upp_right
11,-12.0086373,-76.9767988,135,2,upp_right
12,-12.001251400000001,-76.9861437,350,2,upp_right
13,-12.000973599999998,-76.98577320000001,144,2,upp_right
14,-12.002661699999999,-76.99760699999999,0,2,upp_right
15,-12.004267500000001,-76.9931452,4,2,upp_right
16,-12.0085037,-76.97532149999999,0,2,upp_right
17,-12.018328788701501,-76.9837672077836,0,2,upp_right
18,-12.018313240271098,-76.9840024039866,0,2,upp_right
19,-12.0180320820435,-76.98381925346631,0,2,upp_right
20,-12.017832160938498,-76.9843372610183,0,2,upp_right
21,-12.016090485278498,-76.98301727890691,0,2,upp_right
22,-12.012568744842,-76.98038368493042,900,2,upp_right
23,-12.0250021247305,-76.998718679023,490,2,upp_right
24,-12.0109694,-76.9780258,2,2,upp_right
25,-12.0105127,-76.978773,180,2,upp_right
26,-12.0111117,-76.9790913,5,2,upp_right
27,-12.0117046,-76.97929470000001,28,2,upp_right
28,-12.012221400000001,-76.979663,1200,2,upp_right
29,-12.0122999,-76.9797935,0,2,upp_right
30,-12.0134659,-76.98133929999999,0,2,upp_right
31,-12.0127647,-76.9816704,0,2,upp_right
32,-12.0114801,-76.98063379999999,0,2,upp_right
33,-12.0121403,-76.9812723,0,2,upp_right
34,-12.0120413,-76.9817448,4,2,upp_right
35,-12.0112731,-76.9819845,0,2,upp_right
36,-12.0113282,-76.98245959999998,0,2,upp_right
37,-12.0114835,-76.9827027,60,2,upp_right
38,-12.0104184,-76.981411,500,2,upp_right
39,-12.009826400000001,-76.97987490000001,0,2,upp_right
40,-12.018013293866101,-76.9837692194404,0,2,upp_right
41,-12.0016978,-76.99940670000001,0,2,upp_right
42,-12.0024078,-76.99861290000001,0,2,upp_right
43,-12.002406500000001,-76.9985561,0,2,upp_right
44,-12.010539300000001,-76.9772307,20,2,upp_right
45,-12.002640699999999,-76.99523609999999,6,2,upp_right
46,-12.0022733,-76.9950446,0,2,upp_right
47,-12.003111,-76.9939892,0,2,upp_right
48,-12.008533400000001,-76.9921144,18,2,upp_right
49,-12.0083242,-76.9920887,0,2,upp_right
50,-12.008342599999999,-76.9920604,6,2,upp_right
51,-12.007458300000001,-76.9919037,0,2,upp_right
52,-12.0069212,-76.992237,0,2,upp_right
53,-12.0065308,-76.9922337,15,2,upp_right
54,-12.0062821,-76.9923816,15,2,upp_right
55,-12.0079052,-76.9753473,180,2,upp_right
56,-12.005023,-76.9928254,15,2,upp_right
57,-12.0045628,-76.99444150000001,2,2,upp_right
58,-12.0044159,-76.9954128,0,2,upp_right
59,-12.004561599999999,-76.9954227,5,2,upp_right
60,-12.004596300000001,-76.9959507,0,2,upp_right
61,-12.004615600000001,-76.9961284,0,2,upp_right
62,-12.0040257,-76.996887,0,2,upp_right
63,-12.004648,-76.9961664,0,2,upp_right
64,-12.004957199999998,-76.9962468,0,2,upp_right
65,-12.0051079,-76.99760699999999,0,2,upp_right
66,-12.0047261,-76.9966777,0,2,upp_right
67,-12.004719900000001,-76.99667480000001,0,2,upp_right
68,-12.004624,-76.9944695,0,2,upp_right
69,-12.023380876345199,-76.9861732103552,45,2,upp_right
70,-12.038805,-76.947609,0,2,upp_right
71,-12.0173596311473,-76.98733638979209,0,2,upp_right
72,-12.05538135,-76.95771072,0,2,upp_right
73,-12.055147900000001,-76.95705224,30,2,upp_right
74,-12.05445115,-76.95451185,0,2,upp_right
75,-12.055522015878301,-76.9572443515062,0,2,upp_right
76,-12.053638328121801,-76.9517129659653,300,2,upp_right
77,-12.05358915,-76.95152923,80,2,upp_right
78,-12.05372358,-76.95144977,80,2,upp_right
79,-12.041395181665198,-76.92382992461759,0,2,upp_right
80,-12.042618622083301,-76.926133157757,5,2,upp_right
81,-12.05971658,-76.94042858,0,2,upp_right
82,-12.05945296,-76.9393862,0,2,upp_right
83,-12.0539902243875,-76.93842547021521,0,2,upp_right
84,-12.05392392,-76.93956994,0,2,upp_right
85,-12.053812067035599,-76.9399120845617,0,2,upp_right
86,-12.041813000000001,-76.91956429999999,10,2,upp_right
87,-12.05338455,-76.94021367,0,2,upp_right
88,-12.05443181,-76.94145486,0,2,upp_right
89,-12.0542980301951,-76.94137975573541,0,2,upp_right
90,-12.0527110701794,-76.9426219537854,100,2,upp_right
91,-12.057935083296199,-76.944191716683,0,2,upp_right
92,-12.057664059356199,-76.94424603134391,0,2,upp_right
93,-12.05894803,-76.9430035,80,2,upp_right
94,-12.06158448,-76.94198426,0,2,upp_right
95,-12.0625492371731,-76.94141672,70,2,upp_right
96,-12.06271565,-76.94132913,300,2,upp_right
97,-12.0204647484751,-77.0013318981261,0,2,upp_right
98,-12.007589999999999,-76.97502,0,2,upp_right
99,-12.00912,-76.97629,1295,2,upp_right
100,-12.00862,-76.9768,60,2,upp_right
101,-11.96299,-77.01987,60,2,upp_right
102,-12.05403638,-76.94123592,0,2,upp_right
103,-12.05711912,-76.96065076,0,2,upp_right
104,-12.0019007,-76.98562270000001,60,2,upp_right
105,-12.05847162,-76.95947662,0,2,upp_right
106,-12.05725749,-76.96018070000001,0,2,upp_right
107,-12.014987099999999,-76.9866087,0,2,upp_right
108,-12.0159568531427,-76.9886759664971,20,2,upp_right
109,-12.025539411024301,-77.0013994811295,0,2,upp_right
110,-12.016514,-76.98793559999999,0,2,upp_right
111,-12.016351,-76.988793,0,2,upp_right
112,-12.0168867,-76.9882046,0,2,upp_right
113,-12.0012944,-76.9857206,120,2,upp_right
114,-12.0625892,-76.9414064,60,2,upp_right
115,-12.060476300000001,-76.9426161,30,2,upp_right
116,-12.059678300000002,-76.9431,120,2,upp_right
117,-12.0584696,-76.9438152,440,2,upp_right
118,-12.058294300000002,-76.9438755,160,2,upp_right
119,-12.057772,-76.9441308,280,2,upp_right
120,-12.0165022822964,-76.9878370481244,4,2,upp_right
121,-12.0444377,-76.9346542,100,2,upp_right
122,-12.05869557,-76.95939179999999,40,2,upp_right
123,-12.053577699999998,-76.9408926,160,2,upp_right
124,-12.05906115,-76.95933983,40,2,upp_right
125,-12.0592355774828,-76.9592629653187,20,2,upp_right
126,-12.044808300000001,-76.9347367,60,2,upp_right
127,-12.055557263095,-76.9559909217776,200,2,upp_right
128,-12.055526124324699,-76.9559780974658,240,2,upp_right
129,-12.0156054,-76.9885989,24,2,upp_right
130,-12.054329859104099,-76.956520406601,0,2,upp_right
131,-12.0558123244085,-76.9551611971827,0,2,upp_right
132,-12.062489180836899,-76.9583298918576,750,2,upp_right
133,-12.0570546900966,-76.9611885399343,0,2,upp_right
134,-12.0624476904162,-76.95808011114309,300,2,upp_right
135,-12.059724451985302,-76.9595513866068,0,2,upp_right
136,-12.054328853275699,-76.9595519733401,0,2,upp_right
